sept20_publishFINAL
Operator,Technology1,Upload or Download,Speed,Signal Strength,Location
AIRTEL,4G,download,2455,-107,Andhra Pradesh
AIRTEL,4G,download,502,na,Andhra Pradesh
AIRTEL,4G,download,1415,-109,Andhra Pradesh
AIRTEL,4G,download,454,na,Andhra Pradesh
AIRTEL,4G,download,490,na,Andhra Pradesh
AIRTEL,4G,download,417,na,Andhra Pradesh
AIRTEL,4G,download,157,-107,Andhra Pradesh
AIRTEL,4G,download,561,na,Andhra Pradesh
AIRTEL,4G,download,1029,-112,Andhra Pradesh
AIRTEL,4G,download,171,-108,Andhra Pradesh
AIRTEL,4G,download,6104,-112,Andhra Pradesh
AIRTEL,4G,download,512,na,Andhra Pradesh
AIRTEL,4G,download,646,-111,Andhra Pradesh
AIRTEL,4G,download,103,-109,Andhra Pradesh
AIRTEL,4G,download,3129,-103,Andhra Pradesh
AIRTEL,4G,download,2337,-108,Andhra Pradesh
AIRTEL,4G,download,11720,-110,Andhra Pradesh
AIRTEL,4G,upload,32,-111,Andhra Pradesh
AIRTEL,4G,upload,32,na,Andhra Pradesh
AIRTEL,4G,upload,67,na,Andhra Pradesh
AIRTEL,4G,upload,36,na,Andhra Pradesh
AIRTEL,4G,upload,480,na,Andhra Pradesh
AIRTEL,4G,upload,46,na,Andhra Pradesh
AIRTEL,4G,upload,98,na,Andhra Pradesh
AIRTEL,4G,upload,55,-110,Andhra Pradesh
AIRTEL,4G,upload,1247,-112,Andhra Pradesh
AIRTEL,4G,upload,22,na,Andhra Pradesh
AIRTEL,4G,upload,464,-108,Andhra Pradesh
AIRTEL,4G,upload,30,na,Andhra Pradesh
AIRTEL,4G,upload,27,na,Andhra Pradesh
AIRTEL,4G,upload,198,na,Andhra Pradesh
AIRTEL,4G,upload,3398,-109,Andhra Pradesh
AIRTEL,4G,upload,62,na,Andhra Pradesh
AIRTEL,4G,upload,779,-112,Andhra Pradesh
AIRTEL,4G,upload,798,-107,Andhra Pradesh
AIRTEL,4G,upload,723,-111,Andhra Pradesh
AIRTEL,4G,upload,144,na,Andhra Pradesh
AIRTEL,4G,upload,192,-112,Andhra Pradesh
AIRTEL,4G,upload,373,-107,Andhra Pradesh
AIRTEL,4G,upload,1105,-105,Andhra Pradesh
AIRTEL,4G,upload,835,-109,Andhra Pradesh
AIRTEL,4G,upload,789,-109,Andhra Pradesh
JIO,4G,download,1117,na,Tamil Nadu
JIO,4G,download,1234,-110,Tamil Nadu
JIO,4G,upload,188,na,Tamil Nadu
JIO,4G,upload,121,na,Tamil Nadu
JIO,4G,download,23429,-59,Madhya Pradesh
JIO,4G,upload,3312,-59,Madhya Pradesh
JIO,4G,download,12433,-93,Maharashtra
IDEA,4G,download,8849,-102,Maharashtra
JIO,4G,upload,2092,-93,Maharashtra
IDEA,4G,upload,1238,-102,Maharashtra
JIO,4G,upload,8888,-97,Maharashtra
JIO,4G,upload,744,-107,Maharashtra
JIO,4G,upload,530,-76,Maharashtra
JIO,4G,upload,8218,-81,Maharashtra
JIO,4G,upload,1643,-98,Maharashtra
JIO,4G,upload,289,na,Maharashtra
JIO,4G,upload,274,-93,Maharashtra
JIO,4G,upload,2797,-70,Maharashtra
JIO,4G,upload,182,-104,Maharashtra
JIO,4G,upload,2995,-65,Maharashtra
JIO,4G,upload,3070,-96,Maharashtra
JIO,4G,upload,3684,-96,Maharashtra
JIO,4G,upload,42,-106,Maharashtra
JIO,4G,upload,592,-85,Maharashtra
JIO,4G,upload,944,-87,Maharashtra
JIO,4G,upload,4637,-84,Maharashtra
JIO,4G,upload,737,-95,Maharashtra
JIO,4G,upload,3871,-89,Maharashtra
JIO,4G,upload,1257,-109,Maharashtra
JIO,4G,upload,688,-109,Maharashtra
JIO,4G,upload,4795,-94,Maharashtra
JIO,4G,upload,33,-100,Maharashtra
JIO,4G,upload,27,-71,Maharashtra
JIO,4G,upload,336,na,Maharashtra
JIO,4G,upload,232,na,Maharashtra
JIO,4G,upload,2476,-88,Maharashtra
JIO,4G,upload,416,-99,Maharashtra
JIO,4G,upload,632,-91,Maharashtra
JIO,4G,upload,26,-106,Maharashtra
JIO,4G,download,4,-67,Kerala
JIO,4G,download,20124,-59,Kerala
JIO,4G,download,2724,-83,Kerala
JIO,4G,download,4207,-79,Kerala
JIO,4G,download,598,-89,Kerala
JIO,4G,download,760,-89,Kerala
JIO,4G,download,380,-87,Kerala
JIO,4G,download,727,-89,Kerala
JIO,4G,download,1002,-85,Kerala
JIO,4G,download,1396,-83,Kerala
JIO,4G,download,1008,-83,Kerala
JIO,4G,download,507,-85,Kerala
JIO,4G,download,380,-89,Kerala
JIO,4G,download,503,-89,Kerala
JIO,4G,download,3986,-81,Kerala
JIO,4G,download,548,-87,Kerala
JIO,4G,download,733,-91,Kerala
JIO,4G,download,545,-91,Kerala
JIO,4G,download,381,-91,Kerala
JIO,4G,download,0.0,-83,Kerala
JIO,4G,download,3222,-85,Kerala
JIO,4G,download,4666,-77,Kerala
JIO,4G,download,18623,-61,Kerala
JIO,4G,download,1559,-85,Kerala
JIO,4G,download,55.0,-81,Kerala
JIO,4G,download,2668,-81,Kerala
JIO,4G,download,793,-79,Kerala
JIO,4G,download,456,-77,Kerala
JIO,4G,download,9163,-73,Kerala
JIO,4G,download,9055,-73,Kerala
JIO,4G,download,19856,-75,Kerala
JIO,4G,download,23367,-73,Kerala
JIO,4G,download,1247,-91,Kerala
JIO,4G,download,9317,-67,Kerala
JIO,4G,download,3597,-63,Kerala
JIO,4G,download,13112,-63,Kerala
JIO,4G,download,1025,-83,Kerala
JIO,4G,download,7582,-59,Kerala
JIO,4G,download,22281,-75,Kerala
JIO,4G,download,479,-71,Kerala
JIO,4G,download,606,-83,Kerala
JIO,4G,download,3390,-83,Kerala
JIO,4G,download,20694.0,-65,Kerala
JIO,4G,download,30161,-61,Kerala
JIO,4G,download,8867,-65,Kerala
JIO,4G,upload,1565,-65,Kerala
JIO,4G,upload,1293,-65,Kerala
JIO,4G,upload,1737,-83,Kerala
JIO,4G,upload,2036,-83,Kerala
JIO,4G,upload,1182,-89,Kerala
JIO,4G,upload,1020,-89,Kerala
JIO,4G,upload,423,-89,Kerala
JIO,4G,upload,737,-89,Kerala
JIO,4G,upload,1251,-87,Kerala
JIO,4G,upload,108,-83,Kerala
JIO,4G,upload,465,-85,Kerala
JIO,4G,upload,16,-85,Kerala
JIO,4G,upload,73,-91,Kerala
JIO,4G,upload,52,-89,Kerala
JIO,4G,upload,774,-81,Kerala
JIO,4G,upload,665,-87,Kerala
JIO,4G,upload,783,-85,Kerala
JIO,4G,upload,383,-89,Kerala
JIO,4G,upload,822,-91,Kerala
JIO,4G,upload,1274,-83,Kerala
JIO,4G,upload,738,-85,Kerala
JIO,4G,upload,957,-79,Kerala
JIO,4G,upload,2730,-65,Kerala
JIO,4G,upload,344,-85,Kerala
JIO,4G,upload,88,-81,Kerala
JIO,4G,upload,1338,-81,Kerala
JIO,4G,upload,37,-79,Kerala
JIO,4G,upload,16,-75,Kerala
JIO,4G,upload,357,-73,Kerala
JIO,4G,upload,286,-75,Kerala
JIO,4G,upload,386,-75,Kerala
JIO,4G,upload,460,-73,Kerala
JIO,4G,upload,830,-89,Kerala
JIO,4G,upload,1198,-67,Kerala
JIO,4G,upload,845,-67,Kerala
JIO,4G,upload,1080,-67,Kerala
JIO,4G,upload,1404,-85,Kerala
JIO,4G,upload,1191,-71,Kerala
JIO,4G,upload,390,-75,Kerala
JIO,4G,upload,89,-71,Kerala
JIO,4G,upload,190,-85,Kerala
JIO,4G,upload,116,-83,Kerala
JIO,4G,upload,2216,-63,Kerala
JIO,4G,upload,4354,-65,Kerala
JIO,4G,upload,2157,-65,Kerala
JIO,4G,download,11179,-101,Karnataka
JIO,4G,download,2696,-107,Karnataka
JIO,4G,upload,2335,-101,Karnataka
JIO,4G,upload,73,-109,Karnataka
AIRTEL,4G,download,11507,-57,Punjab
AIRTEL,4G,upload,3851,-57,Punjab
JIO,4G,download,78347,-78,Maharashtra
JIO,4G,download,81271,-77,Maharashtra
JIO,4G,download,81954,-77,Maharashtra
JIO,4G,upload,5740,-78,Maharashtra
JIO,4G,upload,8274,-77,Maharashtra
JIO,4G,upload,8295,-77,Maharashtra
JIO,4G,upload,2782,-55,Kerala
JIO,4G,upload,64,-77,Kerala
JIO,4G,upload,69,-79,Kerala
JIO,4G,download,80128,-65,Bihar
JIO,4G,upload,8552,-65,Bihar
JIO,4G,download,75368,-65,Kerala
JIO,4G,upload,5305,-65,Kerala
JIO,4G,download,80353,-69,Rajasthan
JIO,4G,upload,8778,-69,Rajasthan
JIO,4G,upload,8829,-74,Gujarat
JIO,4G,upload,253,-107,Madhya Pradesh
JIO,4G,download,5918,-83,Andhra Pradesh
JIO,4G,download,1619,-67,Andhra Pradesh
JIO,4G,upload,359,-83,Andhra Pradesh
JIO,4G,upload,261,-81,Andhra Pradesh
JIO,4G,download,80040,-56,Madhya Pradesh
JIO,4G,upload,8411,-56,Madhya Pradesh
VODAFONE,3G,download,2524,na,Gujarat
VODAFONE,4G,download,34420,-69,Gujarat
VODAFONE,4G,upload,19,na,Gujarat
VODAFONE,4G,upload,7419,-69,Gujarat
JIO,4G,download,982,-85,Bihar
JIO,4G,download,5121,-99,Bihar
JIO,4G,download,5709,-85,Bihar
JIO,4G,download,14599,-103,Bihar
JIO,4G,download,465,-106,Maharashtra
JIO,4G,download,472,-111,Maharashtra
JIO,4G,download,2685,-107,Maharashtra
JIO,4G,download,292,-105,Maharashtra
JIO,4G,download,64,-98,Maharashtra
JIO,4G,download,1907,-99,Maharashtra
JIO,4G,download,6109,-107,Maharashtra
JIO,4G,upload,433,-110,Maharashtra
JIO,4G,upload,136,-110,Maharashtra
JIO,4G,upload,264,-107,Maharashtra
JIO,4G,upload,20,-104,Maharashtra
JIO,4G,upload,250,-98,Maharashtra
JIO,4G,upload,3738,-97,Maharashtra
JIO,4G,upload,1006,-106,Maharashtra
JIO,4G,upload,8631,-71,Maharashtra
JIO,4G,download,44293,-58,Madhya Pradesh
JIO,4G,upload,7618,-58,Madhya Pradesh
JIO,4G,upload,8650,-63,Orissa
JIO,4G,upload,7812,-63,Orissa
JIO,4G,download,80739,-56,Maharashtra
JIO,4G,download,42486,-59,Maharashtra
JIO,4G,upload,9660,-56,Maharashtra
JIO,4G,upload,8639,-59,Maharashtra
JIO,4G,download,79574,-68,Maharashtra
JIO,4G,upload,8642,-68,Maharashtra
AIRTEL,4G,download,552.0,-80,Karnataka
AIRTEL,4G,download,1206,-80,Karnataka
AIRTEL,4G,download,223,-83,Karnataka
AIRTEL,4G,download,14746,-82,Karnataka
AIRTEL,4G,upload,14763,-80,Karnataka
AIRTEL,4G,upload,20041,-85,Karnataka
AIRTEL,4G,upload,2276,-83,Karnataka
AIRTEL,4G,upload,1044,-82,Karnataka
JIO,4G,download,80428,-73,Delhi
JIO,4G,upload,8729,-73,Delhi
AIRTEL,4G,download,10379,-65,Rajasthan
AIRTEL,4G,upload,5692,-67,Rajasthan
AIRTEL,4G,download,318,-109,Bihar
AIRTEL,4G,download,0.0,-109,Bihar
AIRTEL,4G,download,479,-107,Bihar
AIRTEL,4G,download,689,-105,Bihar
AIRTEL,4G,download,91,-109,Bihar
AIRTEL,4G,download,0.0,-109,Bihar
AIRTEL,4G,download,173,-109,Bihar
AIRTEL,4G,upload,1632,-109,Bihar
AIRTEL,4G,upload,1275,-109,Bihar
AIRTEL,4G,upload,3171,-105,Bihar
AIRTEL,4G,upload,4191,-105,Bihar
AIRTEL,4G,upload,2237,-109,Bihar
AIRTEL,4G,upload,3135,-109,Bihar
AIRTEL,4G,upload,2429,-109,Bihar
IDEA,4G,download,13989,na,UP West
IDEA,4G,upload,701,na,UP West
JIO,4G,download,61858,-72,Delhi
JIO,4G,upload,2831,-72,Delhi
AIRTEL,4G,download,5158,na,Madhya Pradesh
AIRTEL,4G,upload,1489,na,Madhya Pradesh
JIO,4G,download,3484,-109,UP East
JIO,4G,download,4679,-102,UP East
JIO,4G,download,1237,-104,UP East
JIO,4G,download,4514,-103,UP East
JIO,4G,download,3898,-106,UP East
JIO,4G,download,3352,-103,UP East
JIO,4G,download,2888,-106,UP East
JIO,4G,download,1561,-106,UP East
VODAFONE,4G,upload,11288,na,UP East
VODAFONE,4G,upload,11470,na,UP East
VODAFONE,4G,upload,10868,na,UP East
JIO,4G,download,6789,-73,UP East
JIO,4G,download,4041,-57,UP East
JIO,4G,download,2628,-51,UP East
JIO,4G,download,467,-51,UP East
JIO,4G,download,7975,-63,UP East
JIO,4G,download,2558,-51,UP East
JIO,4G,download,611,-65,UP East
JIO,4G,upload,85,-73,UP East
JIO,4G,upload,6322,-57,UP East
JIO,4G,upload,4180,-51,UP East
JIO,4G,upload,1362,-51,UP East
JIO,4G,upload,1763,-63,UP East
JIO,4G,upload,4927,-51,UP East
JIO,4G,upload,518,-65,UP East
JIO,4G,download,40153,-59,Madhya Pradesh
JIO,4G,upload,6634,-59,Madhya Pradesh
JIO,4G,download,60,-104,Gujarat
JIO,4G,upload,549,-104,Gujarat
JIO,4G,upload,3736,-66,Orissa
JIO,4G,upload,5381,-66,Orissa
JIO,4G,upload,5436,-66,Orissa
JIO,4G,download,85794,-59,Madhya Pradesh
JIO,4G,upload,8822,-59,Madhya Pradesh
AIRTEL,4G,download,3155,na,Delhi
AIRTEL,4G,download,1943,na,Delhi
AIRTEL,4G,download,14333,na,Delhi
AIRTEL,4G,upload,944,na,Delhi
AIRTEL,4G,upload,1123,na,Delhi
AIRTEL,4G,upload,2534,na,Delhi
AIRTEL,4G,download,1973,-92,UP East
AIRTEL,4G,upload,1234,-92,UP East
JIO,4G,download,198,-105,Delhi
JIO,4G,upload,47,-106,Delhi
JIO,4G,download,54864,-70,UP West
JIO,4G,download,83827,-58,Madhya Pradesh
JIO,4G,upload,7300,-58,Madhya Pradesh
JIO,4G,download,80368,-65,Kerala
JIO,4G,download,63159,-65,Kerala
JIO,4G,upload,8042,-65,Kerala
JIO,4G,upload,6520,-65,Kerala
VODAFONE,4G,upload,6040,-102,West Bengal
VODAFONE,4G,upload,6796,na,West Bengal
VODAFONE,4G,upload,6775,-103,West Bengal
JIO,4G,download,26029,-77,Himachal Pradesh
JIO,4G,download,30570,-59,Himachal Pradesh
JIO,4G,download,14,-73,Himachal Pradesh
JIO,4G,download,996,-73,Himachal Pradesh
JIO,4G,download,8496,-63,Himachal Pradesh
JIO,4G,download,20748,-65,Himachal Pradesh
JIO,4G,upload,9318,-73,Himachal Pradesh
JIO,4G,upload,1132,-67,Himachal Pradesh
JIO,4G,upload,361,-73,Himachal Pradesh
JIO,4G,upload,908,-69,Himachal Pradesh
JIO,4G,upload,5570,-67,Himachal Pradesh
CELLONE,3G,download,712,-53,Kerala
CELLONE,3G,upload,582,-53,Kerala
JIO,4G,download,81687,-65,Orissa
JIO,4G,download,45519,-65,Orissa
JIO,4G,download,42487,-64,Karnataka
JIO,4G,upload,3454,-64,Karnataka
JIO,4G,download,33215,-65,Orissa
JIO,4G,upload,5030,-65,Orissa
CELLONE,3G,download,3144,-75,Karnataka
CELLONE,3G,upload,1696,-75,Karnataka
JIO,4G,download,14520,-103,Gujarat
JIO,4G,upload,5029,-103,Gujarat
JIO,4G,upload,1599,-98,Madhya Pradesh
AIRTEL,4G,download,756,na,Maharashtra
AIRTEL,4G,download,15632,-93,Maharashtra
AIRTEL,4G,download,7685,-105,Maharashtra
AIRTEL,4G,download,3431,-104,Maharashtra
AIRTEL,4G,upload,1042,-106,Maharashtra
AIRTEL,4G,upload,5192,-98,Maharashtra
AIRTEL,4G,upload,355,-112,Maharashtra
AIRTEL,4G,upload,393,-101,Maharashtra
JIO,4G,download,47.0,na,Gujarat
JIO,4G,download,9322,na,Gujarat
JIO,4G,download,27439,-72,Karnataka
JIO,4G,download,37964,-72,Karnataka
JIO,4G,download,41972,-72,Karnataka
JIO,4G,download,530,-104,Kolkata
JIO,4G,download,372,-104,Kolkata
JIO,4G,download,292,-105,Kolkata
JIO,4G,download,329,-105,Kolkata
JIO,4G,download,459,-105,Kolkata
JIO,4G,download,773,-94,Kolkata
JIO,4G,download,807,-97,Kolkata
JIO,4G,download,604,-103,Kolkata
JIO,4G,upload,450,-105,Kolkata
JIO,4G,upload,361,-105,Kolkata
JIO,4G,upload,618,-105,Kolkata
JIO,4G,upload,493,-105,Kolkata
JIO,4G,upload,419,-106,Kolkata
JIO,4G,upload,1051,-101,Kolkata
JIO,4G,upload,1436,-99,Kolkata
JIO,4G,upload,751,-102,Kolkata
JIO,4G,upload,1266,-112,Karnataka
JIO,4G,upload,838,na,Karnataka
JIO,4G,upload,3572,-99,Karnataka
JIO,4G,download,1281,-92,West Bengal
JIO,4G,upload,58,-96,West Bengal
JIO,4G,download,6396,-77,UP East
JIO,4G,upload,3356,-77,UP East
JIO,4G,download,658,-82,Kolkata
JIO,4G,upload,237,-82,Kolkata
JIO,4G,upload,5942,-70,Maharashtra
JIO,4G,upload,5628,-70,Maharashtra
JIO,4G,download,24200,-95,Madhya Pradesh
JIO,4G,download,9540,-99,Madhya Pradesh
JIO,4G,download,5343,-101,Madhya Pradesh
JIO,4G,download,15390,-83,Madhya Pradesh
JIO,4G,download,8229,-103,Madhya Pradesh
JIO,4G,download,504.0,-112,Madhya Pradesh
JIO,4G,download,304,-104,Madhya Pradesh
JIO,4G,download,4317,na,Madhya Pradesh
JIO,4G,download,1886,na,Madhya Pradesh
JIO,4G,download,8873,na,Madhya Pradesh
JIO,4G,download,3141,-102,Madhya Pradesh
JIO,4G,download,2009,-104,Madhya Pradesh
JIO,4G,download,11419,-96,Madhya Pradesh
JIO,4G,upload,329,-95,Madhya Pradesh
JIO,4G,upload,554,-99,Madhya Pradesh
JIO,4G,upload,353,-101,Madhya Pradesh
JIO,4G,upload,4921,-83,Madhya Pradesh
JIO,4G,upload,585,-103,Madhya Pradesh
JIO,4G,upload,290,-112,Madhya Pradesh
JIO,4G,upload,54,-104,Madhya Pradesh
JIO,4G,upload,180,na,Madhya Pradesh
JIO,4G,upload,94,na,Madhya Pradesh
JIO,4G,upload,206,na,Madhya Pradesh
JIO,4G,upload,73,-102,Madhya Pradesh
JIO,4G,upload,784,-104,Madhya Pradesh
JIO,4G,upload,123,-96,Madhya Pradesh
JIO,4G,download,4173,-85,Maharashtra
JIO,4G,upload,891,-85,Maharashtra
AIRTEL,4G,download,6283,-92,Haryana
AIRTEL,4G,download,378,-89,Haryana
AIRTEL,4G,download,907,-89,Haryana
AIRTEL,4G,download,330,-108,Haryana
AIRTEL,4G,download,7911,-73,Haryana
AIRTEL,4G,download,9951,-81,Haryana
AIRTEL,4G,download,249,-77,Haryana
AIRTEL,4G,download,247,-75,Haryana
AIRTEL,4G,download,2056,-86,Haryana
AIRTEL,4G,download,9406,-75,Haryana
AIRTEL,4G,download,14023,-80,Haryana
AIRTEL,4G,download,113,-75,Haryana
AIRTEL,4G,download,101,-72,Haryana
AIRTEL,4G,download,120,-72,Haryana
AIRTEL,4G,download,301.0,-74,Haryana
AIRTEL,4G,download,609,-76,Haryana
AIRTEL,4G,download,1271,-74,Haryana
AIRTEL,4G,download,2384,-79,Haryana
AIRTEL,4G,download,1521,-83,Haryana
AIRTEL,4G,download,1815,-83,Haryana
AIRTEL,4G,download,2844,-88,Haryana
AIRTEL,4G,download,19,-76,Haryana
AIRTEL,4G,download,408,-69,Haryana
AIRTEL,4G,download,51,-82,Haryana
AIRTEL,4G,download,107,-86,Haryana
AIRTEL,4G,download,304,-76,Haryana
AIRTEL,4G,download,373,-75,Haryana
AIRTEL,4G,download,452,-73,Haryana
AIRTEL,4G,download,10025,-87,Haryana
AIRTEL,4G,download,1341,-75,Haryana
AIRTEL,4G,download,106,-70,Haryana
AIRTEL,4G,download,297,-82,Haryana
AIRTEL,4G,download,168,-83,Haryana
AIRTEL,4G,download,2519,-79,Haryana
AIRTEL,4G,download,1035,-84,Haryana
AIRTEL,4G,download,3449,-78,Haryana
AIRTEL,4G,download,462,-88,Haryana
AIRTEL,4G,download,469,-82,Haryana
AIRTEL,4G,download,130,-85,Haryana
AIRTEL,4G,download,1241,-93,Haryana
AIRTEL,4G,download,280,-82,Haryana
AIRTEL,4G,download,222,-83,Haryana
AIRTEL,4G,download,246,-76,Haryana
AIRTEL,4G,download,193,-75,Haryana
AIRTEL,4G,download,164,-72,Haryana
AIRTEL,4G,download,75,-86,Haryana
AIRTEL,4G,download,2752,-95,Haryana
AIRTEL,4G,download,2997,-97,Haryana
AIRTEL,4G,download,123,-82,Haryana
AIRTEL,4G,download,174,-76,Haryana
AIRTEL,4G,download,1968,-88,Haryana
AIRTEL,4G,download,22578,-82,Haryana
AIRTEL,4G,download,415,-72,Haryana
AIRTEL,4G,download,199,-72,Haryana
AIRTEL,4G,download,1347,-85,Haryana
AIRTEL,4G,download,917,-81,Haryana
AIRTEL,4G,download,568,-89,Haryana
AIRTEL,4G,download,76,-86,Haryana
AIRTEL,4G,download,415,-85,Haryana
AIRTEL,4G,download,176,-75,Haryana
AIRTEL,4G,download,10673,-86,Haryana
AIRTEL,4G,download,3328,-83,Haryana
AIRTEL,4G,download,2742,-83,Haryana
AIRTEL,4G,download,7583,-94,Haryana
AIRTEL,4G,download,4658,-91,Haryana
AIRTEL,4G,upload,2622,-92,Haryana
AIRTEL,4G,upload,118,-89,Haryana
AIRTEL,4G,upload,1420,-89,Haryana
AIRTEL,4G,upload,184,-108,Haryana
AIRTEL,4G,upload,8348,-73,Haryana
AIRTEL,4G,upload,8205,-81,Haryana
AIRTEL,4G,upload,1880,-77,Haryana
AIRTEL,4G,upload,3418,-75,Haryana
AIRTEL,4G,upload,1357,-86,Haryana
AIRTEL,4G,upload,10843,-75,Haryana
AIRTEL,4G,upload,13372,-80,Haryana
AIRTEL,4G,upload,2458,-75,Haryana
AIRTEL,4G,upload,1166,-72,Haryana
AIRTEL,4G,upload,362,-72,Haryana
AIRTEL,4G,upload,73,-74,Haryana
AIRTEL,4G,upload,1193,-76,Haryana
AIRTEL,4G,upload,2138,-74,Haryana
AIRTEL,4G,upload,9108,-79,Haryana
AIRTEL,4G,upload,4081,-83,Haryana
AIRTEL,4G,upload,2495,-83,Haryana
AIRTEL,4G,upload,8207,-88,Haryana
AIRTEL,4G,upload,2123,-76,Haryana
AIRTEL,4G,upload,604,-69,Haryana
AIRTEL,4G,upload,903,-82,Haryana
AIRTEL,4G,upload,283,-86,Haryana
AIRTEL,4G,upload,685,-76,Haryana
AIRTEL,4G,upload,381,-75,Haryana
AIRTEL,4G,upload,1868,-73,Haryana
AIRTEL,4G,upload,375,-87,Haryana
AIRTEL,4G,upload,177,-75,Haryana
AIRTEL,4G,upload,1928,-70,Haryana
AIRTEL,4G,upload,2367,-82,Haryana
AIRTEL,4G,upload,728,-83,Haryana
AIRTEL,4G,upload,514,-79,Haryana
AIRTEL,4G,upload,302,-84,Haryana
AIRTEL,4G,upload,851,-78,Haryana
AIRTEL,4G,upload,230,-88,Haryana
AIRTEL,4G,upload,5796,-82,Haryana
AIRTEL,4G,upload,5110,-85,Haryana
AIRTEL,4G,upload,445,-93,Haryana
AIRTEL,4G,upload,1138,-82,Haryana
AIRTEL,4G,upload,622,-83,Haryana
AIRTEL,4G,upload,2971,-76,Haryana
AIRTEL,4G,upload,1037,-75,Haryana
AIRTEL,4G,upload,2547,-72,Haryana
AIRTEL,4G,upload,4310,-86,Haryana
AIRTEL,4G,upload,514,-95,Haryana
AIRTEL,4G,upload,93,-97,Haryana
AIRTEL,4G,upload,205,-82,Haryana
AIRTEL,4G,upload,1339,-76,Haryana
AIRTEL,4G,upload,8280,-88,Haryana
AIRTEL,4G,upload,8876,-82,Haryana
AIRTEL,4G,upload,5871,-72,Haryana
AIRTEL,4G,upload,1338,-72,Haryana
AIRTEL,4G,upload,712,-85,Haryana
AIRTEL,4G,upload,5928,-81,Haryana
AIRTEL,4G,upload,3129,-89,Haryana
AIRTEL,4G,upload,2459,-86,Haryana
AIRTEL,4G,upload,5244,-85,Haryana
AIRTEL,4G,upload,957,-75,Haryana
AIRTEL,4G,upload,583,-86,Haryana
AIRTEL,4G,upload,3246,-83,Haryana
AIRTEL,4G,upload,2469,-83,Haryana
AIRTEL,4G,upload,2043,-94,Haryana
AIRTEL,4G,upload,280,-91,Haryana
JIO,4G,download,975,-101,Orissa
JIO,4G,download,24,-103,Orissa
JIO,4G,upload,366,-101,Orissa
JIO,4G,upload,356,-103,Orissa
JIO,4G,download,44014,-58,Maharashtra
JIO,4G,download,44356,-59,Maharashtra
JIO,4G,download,44267,-59,Maharashtra
JIO,4G,download,43665,-59,Maharashtra
JIO,4G,upload,8248,-58,Maharashtra
JIO,4G,upload,8305,-59,Maharashtra
JIO,4G,upload,8279,-59,Maharashtra
JIO,4G,upload,8352,-59,Maharashtra
AIRTEL,4G,download,256.0,-99,Karnataka
AIRTEL,4G,upload,1465,-99,Karnataka
JIO,4G,download,3063,-106,Madhya Pradesh
JIO,4G,download,3061,-106,Madhya Pradesh
JIO,4G,download,3139,-112,Madhya Pradesh
JIO,4G,download,2226,-110,Madhya Pradesh
JIO,4G,download,6973,-100,Madhya Pradesh
JIO,4G,download,6484,-100,Madhya Pradesh
JIO,4G,download,3666,na,Madhya Pradesh
JIO,4G,upload,1226,-106,Madhya Pradesh
JIO,4G,upload,757,-106,Madhya Pradesh
JIO,4G,upload,1082,-112,Madhya Pradesh
JIO,4G,upload,56,-110,Madhya Pradesh
JIO,4G,upload,1514,-100,Madhya Pradesh
JIO,4G,upload,1672,-100,Madhya Pradesh
JIO,4G,upload,652,-109,Madhya Pradesh
JIO,4G,download,78187,-59,Madhya Pradesh
JIO,4G,upload,8824,-59,Madhya Pradesh
JIO,4G,download,1336,-82,Tamil Nadu
JIO,4G,download,1080,-85,Tamil Nadu
JIO,4G,upload,1561,-82,Tamil Nadu
JIO,4G,upload,1420,-85,Tamil Nadu
JIO,4G,download,1176,-105,Punjab
JIO,4G,download,16549,-91,Punjab
JIO,4G,download,380,-97,Punjab
JIO,4G,download,430,-97,Punjab
JIO,4G,download,5038,-90,Punjab
JIO,4G,download,1808,-99,Punjab
JIO,4G,download,4455,-73,Punjab
JIO,4G,download,9364,-92,Punjab
JIO,4G,download,0,-97,Punjab
JIO,4G,upload,6467,-105,Punjab
JIO,4G,upload,10507,-91,Punjab
JIO,4G,upload,54,-97,Punjab
JIO,4G,upload,2,-97,Punjab
JIO,4G,upload,2483,-90,Punjab
JIO,4G,upload,12,-99,Punjab
JIO,4G,upload,17960,-73,Punjab
JIO,4G,upload,9398,-92,Punjab
JIO,4G,upload,6248,-97,Punjab
JIO,4G,download,79876,-72,West Bengal
JIO,4G,download,78842,-72,West Bengal
JIO,4G,download,1255,-97,UP East
JIO,4G,download,837,-90,UP East
JIO,4G,upload,515,-94,UP East
JIO,4G,upload,103,-90,UP East
JIO,4G,download,83349,-58,Maharashtra
JIO,4G,upload,8638,-58,Maharashtra
JIO,4G,download,43371,-64,UP East
JIO,4G,upload,5496,-64,UP East
JIO,4G,download,5013,-93,Madhya Pradesh
JIO,4G,download,4100,-104,Madhya Pradesh
JIO,4G,download,7755,-104,Madhya Pradesh
JIO,4G,download,4414,-103,Madhya Pradesh
JIO,4G,download,4678,-112,Madhya Pradesh
JIO,4G,download,12521,-63,Madhya Pradesh
JIO,4G,upload,3375,-106,Madhya Pradesh
JIO,4G,upload,175,-104,Madhya Pradesh
JIO,4G,upload,1546,-104,Madhya Pradesh
JIO,4G,upload,2404,-103,Madhya Pradesh
JIO,4G,upload,294,-112,Madhya Pradesh
JIO,4G,upload,283,-63,Madhya Pradesh
JIO,4G,download,34031,-57,Maharashtra
JIO,4G,download,33807,-59,Maharashtra
JIO,4G,download,32610,-59,Maharashtra
