sept20_publishFINAL
Operator,Technology1,Upload or Download,Speed,Signal Strength,Location
JIO,4G,download,1425,-99,Rajasthan
CELLONE,3G,download,1829,-95,Kerala
CELLONE,3G,upload,1552,-95,Kerala
JIO,4G,download,3595,-102,Tamil Nadu
JIO,4G,download,9785,-105,Tamil Nadu
JIO,4G,download,3878,-106,Tamil Nadu
JIO,4G,download,11890,-105,Tamil Nadu
JIO,4G,download,4316,-104,Tamil Nadu
JIO,4G,upload,451,-110,Maharashtra
JIO,4G,upload,342,-111,Maharashtra
JIO,4G,download,53273,-64,West Bengal
JIO,4G,download,36912,-64,West Bengal
JIO,4G,upload,9636,-64,West Bengal
JIO,4G,upload,6850,-64,West Bengal
IDEA,4G,upload,20040,-90,Andhra Pradesh
IDEA,4G,upload,20741,na,Andhra Pradesh
IDEA,4G,upload,22430,na,Andhra Pradesh
IDEA,4G,upload,21167,na,Andhra Pradesh
IDEA,4G,upload,19171,na,Andhra Pradesh
IDEA,4G,upload,21057,na,Andhra Pradesh
IDEA,4G,upload,17153,na,Andhra Pradesh
IDEA,4G,upload,10599,na,Andhra Pradesh
IDEA,4G,upload,12986,na,Andhra Pradesh
IDEA,4G,upload,13614,na,Andhra Pradesh
IDEA,4G,upload,5534,na,Andhra Pradesh
IDEA,4G,upload,12401,na,Andhra Pradesh
IDEA,4G,upload,10940,na,Andhra Pradesh
IDEA,4G,upload,4828,na,Andhra Pradesh
IDEA,4G,upload,15469,na,Andhra Pradesh
IDEA,4G,upload,16834,na,Andhra Pradesh
IDEA,4G,upload,16579,na,Andhra Pradesh
IDEA,4G,upload,13222,na,Andhra Pradesh
IDEA,4G,upload,17305,na,Andhra Pradesh
IDEA,4G,upload,19638,na,Andhra Pradesh
IDEA,4G,upload,18343,-85,Andhra Pradesh
IDEA,4G,upload,17758,na,Andhra Pradesh
IDEA,4G,upload,10376,na,Andhra Pradesh
IDEA,4G,upload,11807,na,Andhra Pradesh
IDEA,4G,upload,15511,na,Andhra Pradesh
IDEA,4G,upload,20812,na,Andhra Pradesh
IDEA,4G,upload,19898,na,Andhra Pradesh
IDEA,4G,upload,22857,na,Andhra Pradesh
IDEA,4G,upload,20265,na,Andhra Pradesh
IDEA,4G,upload,16093,na,Andhra Pradesh
IDEA,4G,upload,18913,na,Andhra Pradesh
IDEA,4G,upload,4461,na,Andhra Pradesh
IDEA,4G,upload,6420,na,Andhra Pradesh
IDEA,4G,upload,15248,-85,Andhra Pradesh
IDEA,4G,upload,19392,-76,Andhra Pradesh
IDEA,4G,upload,14625,na,Andhra Pradesh
IDEA,4G,upload,11708,na,Andhra Pradesh
IDEA,4G,upload,20952,-89,Andhra Pradesh
IDEA,4G,upload,20704,na,Andhra Pradesh
IDEA,4G,upload,7453,na,Andhra Pradesh
IDEA,4G,upload,19353,-82,Andhra Pradesh
IDEA,4G,upload,21193,na,Andhra Pradesh
IDEA,4G,upload,16074,na,Andhra Pradesh
IDEA,4G,upload,19078,na,Andhra Pradesh
IDEA,4G,upload,15576,na,Andhra Pradesh
IDEA,4G,upload,21974,na,Andhra Pradesh
IDEA,4G,upload,19818,-78,Andhra Pradesh
IDEA,4G,upload,13641,na,Andhra Pradesh
IDEA,4G,upload,12911,na,Andhra Pradesh
IDEA,4G,upload,19030,na,Andhra Pradesh
IDEA,4G,upload,19456,-91,Andhra Pradesh
IDEA,4G,upload,19297,-80,Andhra Pradesh
IDEA,4G,upload,17579,-90,Andhra Pradesh
IDEA,4G,upload,22021,na,Andhra Pradesh
IDEA,4G,upload,18073,na,Andhra Pradesh
IDEA,4G,upload,8358,na,Andhra Pradesh
IDEA,4G,upload,18312,na,Andhra Pradesh
IDEA,4G,upload,17006,na,Andhra Pradesh
IDEA,4G,upload,17458,na,Andhra Pradesh
IDEA,4G,upload,11478,na,Andhra Pradesh
IDEA,4G,upload,1973,na,Andhra Pradesh
IDEA,4G,upload,12786,na,Andhra Pradesh
IDEA,4G,upload,18974,na,Andhra Pradesh
IDEA,4G,upload,19611,na,Andhra Pradesh
IDEA,4G,upload,17961,-85,Andhra Pradesh
IDEA,4G,upload,19265,na,Andhra Pradesh
IDEA,4G,upload,17645,na,Andhra Pradesh
IDEA,4G,upload,8863,na,Andhra Pradesh
IDEA,4G,upload,9013,na,Andhra Pradesh
IDEA,4G,upload,13161,na,Andhra Pradesh
IDEA,4G,upload,21827,na,Andhra Pradesh
IDEA,4G,upload,18005,na,Andhra Pradesh
IDEA,4G,upload,8471,na,Andhra Pradesh
IDEA,4G,upload,8638,na,Andhra Pradesh
IDEA,4G,upload,16085,na,Andhra Pradesh
IDEA,4G,upload,17758,na,Andhra Pradesh
IDEA,4G,download,9706,-106,Maharashtra
IDEA,4G,upload,507,-111,Maharashtra
JIO,4G,download,462,-109,Karnataka
JIO,4G,download,3081,-108,Karnataka
JIO,4G,upload,86,-109,Karnataka
JIO,4G,upload,343,-109,Karnataka
JIO,4G,download,1070,-97,Gujarat
JIO,4G,upload,325,-97,Gujarat
AIRTEL,4G,download,2736,na,Maharashtra
AIRTEL,4G,download,1023,na,Maharashtra
AIRTEL,4G,download,2235,na,Maharashtra
AIRTEL,4G,download,820.0,na,Maharashtra
AIRTEL,4G,download,6263,na,Andhra Pradesh
AIRTEL,4G,download,5098,na,Andhra Pradesh
AIRTEL,4G,download,3857,na,Andhra Pradesh
AIRTEL,4G,download,289,-110,Andhra Pradesh
AIRTEL,4G,download,281,-109,Andhra Pradesh
AIRTEL,4G,download,530,-111,Andhra Pradesh
AIRTEL,4G,download,2444,-100,Andhra Pradesh
AIRTEL,4G,download,42,-109,Andhra Pradesh
AIRTEL,4G,download,1513,-110,Andhra Pradesh
AIRTEL,4G,download,3093,-105,Andhra Pradesh
AIRTEL,4G,download,311,-109,Andhra Pradesh
AIRTEL,4G,download,881,-111,Andhra Pradesh
AIRTEL,4G,download,840,na,Andhra Pradesh
JIO,4G,download,1193,na,Andhra Pradesh
JIO,4G,download,1043,-111,Andhra Pradesh
AIRTEL,4G,download,7013,-109,Andhra Pradesh
AIRTEL,4G,download,2821,-111,Andhra Pradesh
AIRTEL,4G,download,719,-105,Andhra Pradesh
AIRTEL,4G,download,682,-104,Andhra Pradesh
AIRTEL,4G,upload,795,na,Andhra Pradesh
AIRTEL,4G,upload,1111,na,Andhra Pradesh
AIRTEL,4G,upload,1800,na,Andhra Pradesh
AIRTEL,4G,upload,581,-112,Andhra Pradesh
AIRTEL,4G,upload,535,-112,Andhra Pradesh
AIRTEL,4G,upload,740,-111,Andhra Pradesh
AIRTEL,4G,upload,4670,-100,Andhra Pradesh
AIRTEL,4G,upload,2493,-110,Andhra Pradesh
AIRTEL,4G,upload,616,-110,Andhra Pradesh
AIRTEL,4G,upload,2649,-109,Andhra Pradesh
AIRTEL,4G,upload,1973,-109,Andhra Pradesh
AIRTEL,4G,upload,1078,-111,Andhra Pradesh
AIRTEL,4G,upload,909,na,Andhra Pradesh
JIO,4G,upload,237,na,Andhra Pradesh
JIO,4G,upload,169,-112,Andhra Pradesh
AIRTEL,4G,upload,4858,-109,Andhra Pradesh
AIRTEL,4G,upload,5137,-108,Andhra Pradesh
AIRTEL,4G,upload,852,-105,Andhra Pradesh
AIRTEL,4G,upload,2353,-104,Andhra Pradesh
AIRTEL,4G,upload,10443,-67,Maharashtra
JIO,4G,download,85350,-62,UP East
JIO,4G,upload,8613,-62,UP East
AIRTEL,4G,download,2762,-102,Madhya Pradesh
AIRTEL,4G,download,1819,-112,Madhya Pradesh
AIRTEL,4G,upload,896,-106,Madhya Pradesh
AIRTEL,4G,upload,608,-108,Madhya Pradesh
JIO,4G,download,47519,-72,Karnataka
JIO,4G,download,26277,-72,Karnataka
JIO,4G,download,38200,-72,Karnataka
JIO,4G,upload,7769,-72,Karnataka
JIO,4G,upload,3125,-72,Karnataka
JIO,4G,upload,6013,-72,Karnataka
JIO,4G,download,79262,-64,West Bengal
JIO,4G,download,1480,-75,Punjab
JIO,4G,upload,9665,-75,Punjab
AIRTEL,4G,download,0.0,-107,Bihar
AIRTEL,4G,download,411,-109,Bihar
AIRTEL,4G,download,316,na,Bihar
AIRTEL,4G,upload,102,-107,Bihar
AIRTEL,4G,upload,235,na,Bihar
AIRTEL,4G,upload,525,-108,Bihar
JIO,4G,download,757,-61,Maharashtra
JIO,4G,upload,1187,-61,Maharashtra
AIRTEL,4G,download,6984,-103,Bihar
AIRTEL,4G,upload,198,-103,Bihar
VODAFONE,4G,download,4108,-90,Gujarat
VODAFONE,4G,upload,1550,-90,Gujarat
JIO,4G,download,36622,-59,Maharashtra
JIO,4G,upload,6616,-59,Maharashtra
JIO,4G,download,76323,-63,Kerala
JIO,4G,download,67362,-63,Kerala
JIO,4G,download,68697,-63,Kerala
JIO,4G,upload,6593,-63,Kerala
JIO,4G,upload,6637,-63,Kerala
JIO,4G,upload,6553,-63,Kerala
JIO,4G,download,60639,-70,Maharashtra
JIO,4G,upload,7474,-70,Maharashtra
JIO,4G,download,5485,-103,Tamil Nadu
JIO,4G,upload,1362,-103,Tamil Nadu
JIO,4G,download,78646,-63,Orissa
JIO,4G,upload,8751,-63,Orissa
JIO,4G,download,66282,-75,Delhi
JIO,4G,download,74366,-75,Delhi
JIO,4G,download,72580,-88,Delhi
JIO,4G,download,75012,-75,Delhi
JIO,4G,upload,7173,-75,Delhi
JIO,4G,upload,10025,-75,Delhi
JIO,4G,upload,7632,-88,Delhi
JIO,4G,upload,8350,-75,Delhi
JIO,4G,download,27210,-70,UP East
AIRTEL,4G,download,11335,-71,Karnataka
AIRTEL,4G,upload,1200,-81,Karnataka
JIO,4G,download,1546,-105,Kerala
JIO,4G,download,3062,-101,Kerala
JIO,4G,download,1684,-101,Kerala
JIO,4G,download,2540,-112,Kerala
JIO,4G,upload,110,-107,Kerala
JIO,4G,upload,2795,-101,Kerala
JIO,4G,upload,3197,-102,Kerala
JIO,4G,upload,183,-112,Kerala
JIO,4G,download,1839,-61,UP West
JIO,4G,upload,1756,-67,UP West
JIO,4G,download,80062,-73,Kolkata
JIO,4G,download,80336,-73,Kolkata
JIO,4G,download,40183,-73,Kolkata
JIO,4G,download,79883,-73,Kolkata
JIO,4G,download,73641,-74,Kolkata
IDEA,4G,upload,10325,na,UP West
IDEA,4G,download,587,-98,Maharashtra
IDEA,4G,download,851,-85,Maharashtra
IDEA,4G,download,610,-102,Maharashtra
IDEA,4G,download,1874,-106,Maharashtra
IDEA,4G,upload,1185,-98,Maharashtra
IDEA,4G,upload,574,-85,Maharashtra
IDEA,4G,upload,990,-102,Maharashtra
IDEA,4G,upload,1461,-75,Maharashtra
JIO,4G,download,204,-63,UP East
JIO,4G,upload,408,-63,UP East
AIRTEL,4G,download,603,-102,Karnataka
AIRTEL,4G,download,1402,-108,Karnataka
AIRTEL,4G,download,2430,-111,Karnataka
AIRTEL,4G,download,4159,-89,Karnataka
AIRTEL,4G,download,3235,-104,Karnataka
AIRTEL,4G,download,8480,-103,Karnataka
AIRTEL,4G,download,213,-93,Karnataka
JIO,4G,download,4614,-105,Karnataka
JIO,4G,download,2209,na,Karnataka
JIO,4G,download,2310.0,na,Karnataka
AIRTEL,4G,upload,3549,-98,Karnataka
AIRTEL,4G,upload,7,-108,Karnataka
AIRTEL,4G,upload,2927,-111,Karnataka
AIRTEL,4G,upload,3850,-89,Karnataka
AIRTEL,4G,upload,1049,-104,Karnataka
AIRTEL,4G,upload,2772,-99,Karnataka
AIRTEL,4G,upload,2147,-93,Karnataka
JIO,4G,upload,487,-105,Karnataka
JIO,4G,upload,74,na,Karnataka
JIO,4G,upload,208,na,Karnataka
JIO,4G,download,29662,-68,Maharashtra
VODAFONE,3G,download,2319,-79,UP East
VODAFONE,3G,download,0,-75,UP East
VODAFONE,3G,upload,13,-79,UP East
VODAFONE,3G,upload,1743,-75,UP East
VODAFONE,4G,download,1031,-109,Rajasthan
VODAFONE,3G,download,1942,na,Rajasthan
VODAFONE,4G,download,1114,-105,Rajasthan
VODAFONE,4G,download,895,-107,Rajasthan
VODAFONE,4G,download,2638,na,Rajasthan
VODAFONE,4G,download,268,-105,Rajasthan
VODAFONE,4G,download,1665,-107,Rajasthan
VODAFONE,4G,download,3067,-107,Rajasthan
VODAFONE,4G,upload,2907,-109,Rajasthan
VODAFONE,3G,upload,1454,na,Rajasthan
VODAFONE,4G,upload,2330,-105,Rajasthan
VODAFONE,4G,upload,411,-107,Rajasthan
VODAFONE,4G,upload,85,na,Rajasthan
VODAFONE,4G,upload,4613,-105,Rajasthan
VODAFONE,4G,upload,877,-107,Rajasthan
VODAFONE,4G,upload,1229,-107,Rajasthan
JIO,4G,upload,2603,-67,Karnataka
AIRTEL,4G,download,9544,na,Delhi
AIRTEL,4G,upload,4624,na,Delhi
AIRTEL,4G,download,27227,-89,Kerala
AIRTEL,4G,download,991,-107,Kerala
JIO,4G,download,4628,-63,UP East
JIO,4G,upload,2,-62,UP East
JIO,4G,download,79090,-78,Maharashtra
JIO,4G,upload,8735,-78,Maharashtra
JIO,4G,download,85489,-65,Bihar
JIO,4G,download,82702,-65,Bihar
JIO,4G,upload,8118,-65,Bihar
JIO,4G,upload,8550,-65,Bihar
JIO,4G,download,1422,-61,Haryana
JIO,4G,download,1906,-67,Haryana
JIO,4G,upload,92,-87,Rajasthan
JIO,4G,upload,90,-89,Rajasthan
JIO,4G,upload,128,-92,Rajasthan
JIO,4G,download,48562,-64,Bihar
JIO,4G,upload,2684,-64,Bihar
AIRTEL,4G,upload,1,-87,Tamil Nadu
AIRTEL,4G,upload,6055,-71,Tamil Nadu
AIRTEL,4G,upload,2086,-93,Tamil Nadu
AIRTEL,4G,upload,4851,-89,Tamil Nadu
AIRTEL,4G,upload,1352,-91,Tamil Nadu
AIRTEL,4G,upload,2219,-91,Tamil Nadu
JIO,4G,download,5980,-103,Mumbai
JIO,4G,download,4077,-103,Mumbai
JIO,4G,download,1104,-87,Mumbai
JIO,4G,download,6654,-90,Mumbai
JIO,4G,download,10797,-91,Mumbai
JIO,4G,download,4965,-96,Mumbai
JIO,4G,download,17371,-88,Mumbai
JIO,4G,download,1158,-89,Mumbai
JIO,4G,download,8632,-88,Mumbai
JIO,4G,download,1803,-83,Mumbai
JIO,4G,download,518,-99,Mumbai
JIO,4G,upload,2015,-103,Mumbai
JIO,4G,upload,3522,-103,Mumbai
JIO,4G,upload,2396,-87,Mumbai
JIO,4G,upload,1796,-90,Mumbai
JIO,4G,upload,2097,-91,Mumbai
JIO,4G,upload,2686,-96,Mumbai
JIO,4G,upload,2818,-88,Mumbai
JIO,4G,upload,1668,-89,Mumbai
JIO,4G,upload,1202,-88,Mumbai
JIO,4G,upload,5722,-83,Mumbai
JIO,4G,upload,982,-99,Mumbai
JIO,4G,download,1890,-91,Madhya Pradesh
JIO,4G,download,1495,-90,Madhya Pradesh
JIO,4G,download,19858,-78,Madhya Pradesh
JIO,4G,download,19101,-76,Madhya Pradesh
JIO,4G,download,225.0,-74,Madhya Pradesh
JIO,4G,download,6505,-94,Madhya Pradesh
JIO,4G,download,11222,-101,Madhya Pradesh
JIO,4G,download,7043,-101,Madhya Pradesh
JIO,4G,download,1914,-86,Madhya Pradesh
JIO,4G,download,1216,-92,Madhya Pradesh
JIO,4G,download,2533,-83,Madhya Pradesh
JIO,4G,download,24166,-100,Madhya Pradesh
JIO,4G,download,30953,-106,Madhya Pradesh
JIO,4G,download,2837,-108,Madhya Pradesh
JIO,4G,download,1020,-57,Madhya Pradesh
JIO,4G,download,2019,-95,Madhya Pradesh
JIO,4G,download,2213,-95,Madhya Pradesh
JIO,4G,download,103,-84,Madhya Pradesh
JIO,4G,download,261,-88,Madhya Pradesh
JIO,4G,download,217,-87,Madhya Pradesh
JIO,4G,download,163,-83,Madhya Pradesh
JIO,4G,download,4967,-88,Madhya Pradesh
JIO,4G,download,2446,-100,Madhya Pradesh
JIO,4G,download,653,-106,Madhya Pradesh
JIO,4G,download,1109,-86,Madhya Pradesh
JIO,4G,download,7429,-106,Madhya Pradesh
JIO,4G,download,563,-77,Madhya Pradesh
JIO,4G,download,1732,-77,Madhya Pradesh
JIO,4G,download,882,-112,Madhya Pradesh
JIO,4G,download,3574,-106,Madhya Pradesh
JIO,4G,download,635,-99,Madhya Pradesh
JIO,4G,download,454,-101,Madhya Pradesh
JIO,4G,download,615,-112,Madhya Pradesh
JIO,4G,download,17474,-75,Madhya Pradesh
JIO,4G,download,3799,-88,Madhya Pradesh
JIO,4G,download,12501,-72,Madhya Pradesh
JIO,4G,download,9108,-54,Madhya Pradesh
JIO,4G,download,9013,-67,Madhya Pradesh
JIO,4G,download,1285,-90,Madhya Pradesh
JIO,4G,download,3623,-110,Madhya Pradesh
JIO,4G,download,1085,-84,Madhya Pradesh
JIO,4G,download,1244,-85,Madhya Pradesh
JIO,4G,download,2546,-80,Madhya Pradesh
JIO,4G,download,2829,-81,Madhya Pradesh
JIO,4G,download,7084,-92,Madhya Pradesh
JIO,4G,download,675,-99,Madhya Pradesh
JIO,4G,download,555,-104,Madhya Pradesh
JIO,4G,download,1082,-111,Madhya Pradesh
JIO,4G,download,599,na,Madhya Pradesh
JIO,4G,download,325,na,Madhya Pradesh
JIO,4G,download,303,na,Madhya Pradesh
JIO,4G,download,353,-92,Madhya Pradesh
JIO,4G,download,355,-92,Madhya Pradesh
JIO,4G,download,9155,-109,Madhya Pradesh
JIO,4G,download,195,-109,Madhya Pradesh
JIO,4G,download,311,-88,Madhya Pradesh
JIO,4G,download,378,-88,Madhya Pradesh
JIO,4G,download,5658,-87,Madhya Pradesh
JIO,4G,download,28828,-88,Madhya Pradesh
JIO,4G,download,30814,-77,Madhya Pradesh
JIO,4G,download,10759,-106,Madhya Pradesh
JIO,4G,download,1736,-104,Madhya Pradesh
JIO,4G,download,1198,-107,Madhya Pradesh
JIO,4G,download,2669,-88,Madhya Pradesh
JIO,4G,download,2738,-101,Madhya Pradesh
JIO,4G,download,981,-100,Madhya Pradesh
JIO,4G,download,1504,-100,Madhya Pradesh
JIO,4G,download,11467,-89,Madhya Pradesh
JIO,4G,download,1932,-90,Madhya Pradesh
JIO,4G,download,6375,-79,Madhya Pradesh
JIO,4G,download,2905,-104,Madhya Pradesh
JIO,4G,upload,669,-91,Madhya Pradesh
JIO,4G,upload,2111,-91,Madhya Pradesh
JIO,4G,upload,15452,-77,Madhya Pradesh
JIO,4G,upload,14266,-75,Madhya Pradesh
JIO,4G,upload,1407,-74,Madhya Pradesh
JIO,4G,upload,443,-110,Madhya Pradesh
JIO,4G,upload,2205,-101,Madhya Pradesh
JIO,4G,upload,3600,-96,Madhya Pradesh
JIO,4G,upload,1695,-86,Madhya Pradesh
JIO,4G,upload,696,-97,Madhya Pradesh
JIO,4G,upload,3234,-83,Madhya Pradesh
JIO,4G,upload,1484,-100,Madhya Pradesh
JIO,4G,upload,2376,-100,Madhya Pradesh
JIO,4G,upload,2838,-108,Madhya Pradesh
JIO,4G,upload,5542,-57,Madhya Pradesh
JIO,4G,upload,67,-95,Madhya Pradesh
JIO,4G,upload,48,-93,Madhya Pradesh
JIO,4G,upload,1365,-84,Madhya Pradesh
JIO,4G,upload,1293,-88,Madhya Pradesh
JIO,4G,upload,1025,-88,Madhya Pradesh
JIO,4G,upload,1374,-86,Madhya Pradesh
JIO,4G,upload,3822,-88,Madhya Pradesh
JIO,4G,upload,1395,-99,Madhya Pradesh
JIO,4G,upload,2233,-107,Madhya Pradesh
JIO,4G,upload,2968,-86,Madhya Pradesh
JIO,4G,upload,2194,-106,Madhya Pradesh
JIO,4G,upload,725,-77,Madhya Pradesh
JIO,4G,upload,2704,-77,Madhya Pradesh
JIO,4G,upload,215,-112,Madhya Pradesh
JIO,4G,upload,1792,-105,Madhya Pradesh
JIO,4G,upload,923,-99,Madhya Pradesh
JIO,4G,upload,245,-112,Madhya Pradesh
JIO,4G,upload,330,-104,Madhya Pradesh
JIO,4G,upload,4046,-84,Madhya Pradesh
JIO,4G,upload,2556,-88,Madhya Pradesh
JIO,4G,upload,2635,-72,Madhya Pradesh
JIO,4G,upload,13580,-54,Madhya Pradesh
JIO,4G,upload,12493,-67,Madhya Pradesh
JIO,4G,upload,3047,-90,Madhya Pradesh
JIO,4G,upload,963,-110,Madhya Pradesh
JIO,4G,upload,2906,-84,Madhya Pradesh
JIO,4G,upload,4038,-85,Madhya Pradesh
JIO,4G,upload,4137,-81,Madhya Pradesh
JIO,4G,upload,4527,-81,Madhya Pradesh
JIO,4G,upload,733,-92,Madhya Pradesh
JIO,4G,upload,493,-99,Madhya Pradesh
JIO,4G,upload,485,-104,Madhya Pradesh
JIO,4G,upload,18,-111,Madhya Pradesh
JIO,4G,upload,22,na,Madhya Pradesh
JIO,4G,upload,40,na,Madhya Pradesh
JIO,4G,upload,40,na,Madhya Pradesh
JIO,4G,upload,1992,-92,Madhya Pradesh
JIO,4G,upload,1670,-92,Madhya Pradesh
JIO,4G,upload,901,-109,Madhya Pradesh
JIO,4G,upload,516,-109,Madhya Pradesh
JIO,4G,upload,331,-87,Madhya Pradesh
JIO,4G,upload,557,-87,Madhya Pradesh
JIO,4G,upload,2121,-101,Madhya Pradesh
JIO,4G,upload,5563,-87,Madhya Pradesh
JIO,4G,upload,7807,-77,Madhya Pradesh
JIO,4G,upload,1895,-105,Madhya Pradesh
JIO,4G,upload,1069,-108,Madhya Pradesh
JIO,4G,upload,2831,-94,Madhya Pradesh
JIO,4G,upload,2453,-77,Madhya Pradesh
JIO,4G,upload,2532,-101,Madhya Pradesh
JIO,4G,upload,1863,-100,Madhya Pradesh
JIO,4G,upload,1662,-101,Madhya Pradesh
JIO,4G,upload,4377,-89,Madhya Pradesh
JIO,4G,upload,2751,-90,Madhya Pradesh
JIO,4G,upload,11841,-79,Madhya Pradesh
JIO,4G,upload,1423,-104,Madhya Pradesh
JIO,4G,download,36762,-64,West Bengal
JIO,4G,upload,7161,-64,West Bengal
JIO,4G,download,33474,-73,Delhi
JIO,4G,download,30541,-73,Delhi
JIO,4G,download,34839,-73,Delhi
JIO,4G,download,66805,-74,Delhi
JIO,4G,upload,3878,-73,Delhi
JIO,4G,upload,2329,-73,Delhi
JIO,4G,upload,2763,-73,Delhi
JIO,4G,upload,2631,-74,Delhi
JIO,4G,download,395,-93,Bihar
JIO,4G,download,1642,-89,Bihar
JIO,4G,download,513,-111,Bihar
JIO,4G,download,283,-83,Bihar
JIO,4G,download,1055,-93,Bihar
JIO,4G,download,480,-96,Bihar
JIO,4G,upload,233,-93,Bihar
JIO,4G,upload,9,-89,Bihar
JIO,4G,upload,19,-111,Bihar
JIO,4G,upload,37,-83,Bihar
JIO,4G,upload,7,-93,Bihar
JIO,4G,upload,13,-96,Bihar
JIO,4G,download,30032,-68,Maharashtra
JIO,4G,upload,3629,-68,Maharashtra
CELLONE,3G,download,257,-85,Kerala
CELLONE,3G,upload,1090,-89,Kerala
JIO,4G,download,10183,-67,Madhya Pradesh
JIO,4G,download,75816,-70,UP East
JIO,4G,upload,6853,-70,UP East
JIO,4G,download,80056,-70,Maharashtra
JIO,4G,upload,8827,-70,Maharashtra
JIO,4G,download,80094,-70,Maharashtra
JIO,4G,download,78325,-70,Maharashtra
JIO,4G,download,45790,-70,Maharashtra
JIO,4G,upload,8834,-70,Maharashtra
JIO,4G,upload,8834,-70,Maharashtra
JIO,4G,upload,9152,-70,Maharashtra
JIO,4G,download,6600,-78,Punjab
JIO,4G,upload,7080,-78,Punjab
IDEA,4G,download,1827,-63,Andhra Pradesh
AIRTEL,4G,download,3081,-57,Andhra Pradesh
IDEA,4G,upload,1593,-63,Andhra Pradesh
AIRTEL,4G,upload,1255,-57,Andhra Pradesh
AIRTEL,4G,download,25815,-109,Bihar
JIO,4G,download,76434,-65,UP East
JIO,4G,upload,9553,-65,UP East
AIRTEL,4G,download,20148,-108,Kolkata
AIRTEL,4G,download,9737,-112,Kolkata
AIRTEL,4G,download,16495,-108,Kolkata
AIRTEL,4G,upload,260,-108,Kolkata
AIRTEL,4G,upload,192,na,Kolkata
AIRTEL,4G,upload,977,-108,Kolkata
JIO,4G,download,7043,na,Rajasthan
JIO,4G,upload,2174,na,Rajasthan
AIRTEL,4G,download,52,na,Maharashtra
AIRTEL,4G,download,42,na,Maharashtra
AIRTEL,4G,download,19,na,Maharashtra
AIRTEL,4G,download,817,na,Maharashtra
AIRTEL,4G,download,163,na,Maharashtra
AIRTEL,4G,download,396,-111,Maharashtra
AIRTEL,4G,download,55,-111,Maharashtra
AIRTEL,4G,download,206,na,Maharashtra
AIRTEL,4G,download,437,na,Maharashtra
AIRTEL,4G,download,888,na,Maharashtra
AIRTEL,4G,download,121,-111,Maharashtra
AIRTEL,4G,download,908,-112,Maharashtra
AIRTEL,4G,download,334,-108,Maharashtra
AIRTEL,4G,download,2917,-107,Maharashtra
AIRTEL,4G,download,149,-111,Maharashtra
AIRTEL,4G,download,134,-107,Maharashtra
AIRTEL,4G,download,280,-107,Maharashtra
AIRTEL,4G,download,127,-104,Maharashtra
AIRTEL,4G,download,793,-112,NA
AIRTEL,4G,download,24649,-96,Maharashtra
AIRTEL,4G,download,11115,-100,Maharashtra
AIRTEL,4G,download,977,na,Maharashtra
AIRTEL,4G,download,673,-107,Maharashtra
AIRTEL,4G,download,532,-107,Maharashtra
AIRTEL,4G,download,8445,-112,Andhra Pradesh
AIRTEL,4G,download,19297,na,Andhra Pradesh
AIRTEL,4G,upload,341,na,Andhra Pradesh
AIRTEL,4G,upload,4586,na,Andhra Pradesh
JIO,4G,download,1549,-96,Karnataka
JIO,4G,upload,137,-96,Karnataka
JIO,4G,download,25262,-71,UP West
JIO,4G,download,9288,-71,UP West
JIO,4G,upload,5806,-71,UP West
JIO,4G,upload,3936,-71,UP West
AIRTEL,4G,download,1525,-75,Chennai
AIRTEL,4G,upload,138,-75,Chennai
JIO,4G,download,1764,-107,Kerala
JIO,4G,download,2761,-110,Kerala
JIO,4G,download,2127,-107,Kerala
JIO,4G,download,960,na,Kerala
JIO,4G,download,1518,na,Kerala
JIO,4G,upload,439,-108,Kerala
JIO,4G,upload,52,-110,Kerala
JIO,4G,upload,20,-111,Kerala
JIO,4G,upload,40,na,Kerala
JIO,4G,upload,41,na,Kerala
JIO,4G,upload,102,-110,Gujarat
JIO,4G,upload,167,-109,Gujarat
JIO,4G,upload,762,-102,Gujarat
JIO,4G,upload,922,-109,Gujarat
JIO,4G,upload,138,-105,Gujarat
JIO,4G,upload,978,-105,Gujarat
JIO,4G,upload,552,-105,Gujarat
JIO,4G,upload,1538,-107,Gujarat
JIO,4G,upload,911,-107,Gujarat
JIO,4G,upload,330,-107,Gujarat
JIO,4G,upload,1453,-107,Gujarat
JIO,4G,upload,384,-102,Gujarat
JIO,4G,upload,1158,-102,Gujarat
JIO,4G,upload,1281,-110,Gujarat
JIO,4G,upload,901,-111,Gujarat
JIO,4G,upload,348,-112,Gujarat
JIO,4G,upload,729,na,Gujarat
JIO,4G,upload,772,-106,Gujarat
JIO,4G,upload,1333,-111,Gujarat
JIO,4G,upload,1141,-112,Gujarat
JIO,4G,upload,260,-108,Gujarat
JIO,4G,upload,831,-109,Gujarat
JIO,4G,upload,183,-111,Gujarat
JIO,4G,upload,2053,-108,Gujarat
JIO,4G,upload,600,na,Gujarat
JIO,4G,upload,107,na,Gujarat
JIO,4G,upload,1145,na,Gujarat
JIO,4G,upload,227,na,Gujarat
JIO,4G,upload,370,na,Gujarat
JIO,4G,upload,264,na,Gujarat
JIO,4G,upload,223,-112,Gujarat
JIO,4G,upload,294,-109,Gujarat
JIO,4G,upload,104,-111,Gujarat
JIO,4G,upload,492,na,Gujarat
JIO,4G,upload,629,-106,Gujarat
JIO,4G,upload,523,-106,Gujarat
JIO,4G,download,12380,-68,UP East
JIO,4G,download,28882,-70,UP East
